h3_index,hour,dow,lat,lon,street_light_coverage,police_station_dist_m,crowd_density,road_quality,cctv_coverage,historical_incident_rate,is_night,time_risk_score,safety_score
893cf2d4c87ffff,1,1,22.644029,88.325612,0.6222,7083.8,0.1122,0.6651,0.3294,0.4234,1.0,0.9338,0.2184
893cf2c2993ffff,20,5,22.533891,88.289687,0.5597,4041.3,0.8331,0.5269,0.2876,0.2851,0.5,0.5271,0.4324
893cf2d4867ffff,13,0,22.61368,88.352282,0.6938,2872.0,0.6409,0.6476,0.2537,0.0,0.0,0.1421,0.5871
893cf2c418bffff,8,3,22.525916,88.423686,0.7945,4926.1,0.7021,0.6922,0.2742,0.0,0.0,0.1873,0.5307
893cf2d4987ffff,16,2,22.635754,88.367722,0.8324,3396.0,0.5135,0.4481,0.2615,0.0,0.0,0.1541,0.5407
893cf2c606bffff,22,3,22.556683,88.378121,0.5415,1939.2,0.0297,0.6387,0.2609,0.4236,1.0,0.6378,0.294
893cf2c4687ffff,23,3,22.516129,88.379884,0.6192,3974.8,0.02,0.6508,0.2908,0.4181,1.0,0.8637,0.2577
893cf2c728bffff,9,5,22.497968,88.327517,0.7639,2731.0,0.7645,0.543,0.2303,0.0418,0.0,0.1924,0.571
893cf2c408bffff,10,3,22.518934,88.399638,0.7559,5523.5,0.8029,0.5537,0.3358,0.0,0.0,0.1453,0.5277
893cf2d4eabffff,19,1,22.61741,88.324787,0.4985,5388.7,0.6583,0.6018,0.3464,0.1074,0.5,0.2027,0.419
893cf2c4687ffff,18,1,22.516129,88.379884,0.6307,3975.1,0.6997,0.5902,0.1967,0.02,0.5,0.2149,0.5014
893cf2c4513ffff,5,0,22.539024,88.408209,0.518,3602.8,0.3038,0.5728,0.3811,0.6794,0.5,0.5203,0.4206
893cf289697ffff,19,3,22.622665,88.383203,0.5436,2028.7,0.7298,0.6975,0.2939,0.1622,0.5,0.2123,0.5353
893cf2c2dafffff,23,1,22.544618,88.286237,0.5385,5060.7,0.1537,0.6156,0.2313,0.4994,1.0,0.859,0.0696
893cf2d592fffff,6,2,22.573332,88.3446,0.5237,1872.1,0.3233,0.5882,0.3032,0.4848,0.5,0.5039,0.449
893cf2c434bffff,22,6,22.488722,88.41685,0.5249,8979.4,0.0668,0.6748,0.2529,0.4222,1.0,0.5924,0.1793
893cf2c4e93ffff,15,1,22.515987,88.44002,0.8606,6350.8,0.4881,0.5345,0.3492,0.2241,0.0,0.167,0.4881
893cf2d456fffff,10,2,22.634034,88.291263,0.8085,9070.8,0.7142,0.5818,0.2355,0.5393,0.0,0.118,0.5202
893cf2d41cbffff,4,3,22.625495,88.292134,0.5231,8482.8,0.02,0.6234,0.2454,0.4903,1.0,0.9346,0.0814
893cf2c4e4fffff,9,4,22.496699,88.444333,0.7833,8552.2,0.793,0.6819,0.3164,0.2713,0.0,0.196,0.5512
893cf289193ffff,5,6,22.635633,88.427878,0.5287,2928.1,0.2768,0.5618,0.363,0.0,0.5,0.5069,0.4345
893cf2c65a7ffff,2,1,22.598035,88.389245,0.794,965.3,0.0449,0.6887,0.5608,0.3659,1.0,0.8893,0.4472
893cf2c6cb3ffff,1,0,22.590922,88.425342,0.4786,2430.6,0.0835,0.5818,0.3913,0.5102,1.0,0.9093,0.2541
893cf2893c3ffff,6,4,22.603833,88.419314,0.6433,3485.1,0.2592,0.7384,0.327,0.4647,0.5,0.4727,0.4386
893cf2c44b7ffff,16,6,22.540399,88.392743,0.7983,4118.1,0.5107,0.617,0.3148,0.4396,0.0,0.179,0.4745
893cf2c64b7ffff,14,6,22.59323,88.362616,0.8012,600.7,0.4978,0.5034,0.5105,0.6253,0.0,0.1191,0.6479
893cf2d5c6fffff,15,4,22.574249,88.297359,0.7397,4814.4,0.4849,0.6054,0.3494,0.0,0.0,0.1357,0.5032
893cf2c6c97ffff,13,1,22.592108,88.419326,0.6814,2508.5,0.5547,0.6003,0.2903,0.1142,0.0,0.1531,0.5735
893cf2c4083ffff,11,0,22.522116,88.400494,0.8076,5468.4,0.6647,0.6355,0.3431,0.2702,0.0,0.1358,0.5202
893cf28915bffff,22,1,22.617551,88.426176,0.5783,3003.6,0.02,0.5229,0.3194,0.4663,1.0,0.619,0.2392
893cf2d4c97ffff,15,3,22.646209,88.323031,0.8438,7574.1,0.5226,0.5923,0.2576,0.0,0.0,0.1293,0.5058
893cf2c4ec3ffff,4,3,22.50644,88.437451,0.5429,7040.2,0.0981,0.5637,0.2641,0.7909,1.0,0.8869,0.1075
893cf2c4c83ffff,7,1,22.536077,88.448594,0.6737,4582.4,0.1749,0.5693,0.3426,0.381,0.0,0.1791,0.4015
893cf2c6477ffff,21,1,22.578325,88.361774,0.6545,419.8,0.2611,0.5779,0.4273,0.3107,1.0,0.5463,0.5073
893cf2c612fffff,3,1,22.572025,88.410753,0.6615,757.6,0.0608,0.6058,0.2856,0.5888,1.0,0.9044,0.3805
893cf2d6b7bffff,11,1,22.649206,88.333337,0.8197,6956.3,0.6413,0.5807,0.2588,0.1641,0.0,0.1176,0.5098
893cf2c413bffff,9,6,22.520358,88.434861,0.7556,5847.4,0.8126,0.6431,0.2696,0.2341,0.0,0.1585,0.5129
893cf2c61d3ffff,21,4,22.576768,88.38669,0.5724,1833.1,0.3106,0.6358,0.2872,0.3048,1.0,0.5756,0.3913
893cf28960bffff,1,1,22.60876,88.385796,0.4877,1100.9,0.0401,0.6623,0.343,0.3315,1.0,0.9293,0.3005
893cf2c63dbffff,23,2,22.551318,88.379845,0.5201,2238.9,0.1981,0.6643,0.4093,0.0631,1.0,0.9251,0.2976
893cf2c7083ffff,19,5,22.523427,88.334355,0.4258,519.5,0.8156,0.5141,0.2243,0.7419,0.5,0.2732,0.4846
893cf2c463bffff,19,4,22.506393,88.386767,0.6338,5402.4,0.723,0.5992,0.3758,0.1133,0.5,0.2429,0.4519
893cf2d5973ffff,21,6,22.570336,88.334296,0.6322,1838.3,0.3454,0.5251,0.3244,0.6669,1.0,0.5411,0.4535
893cf2d58a7ffff,15,3,22.577065,88.317109,0.8668,3613.5,0.5515,0.5668,0.3857,0.298,0.0,0.1498,0.5782
893cf2c71c3ffff,13,1,22.523055,88.35325,0.7579,1990.0,0.4802,0.5479,0.2523,0.3625,0.0,0.1292,0.5634
893cf2c62dbffff,2,6,22.54433,88.355801,0.6139,517.3,0.0899,0.6461,0.3093,0.2652,1.0,0.8624,0.4859
893cf2c2b93ffff,6,2,22.511617,88.283708,0.5628,2088.7,0.2821,0.6233,0.3054,0.8108,0.5,0.5169,0.3942
893cf2c4047ffff,22,2,22.5082,88.403086,0.5258,6551.5,0.0251,0.6255,0.1891,0.1627,1.0,0.5056,0.167
893cf2d439bffff,6,1,22.612776,88.288717,0.6963,8384.4,0.3405,0.5314,0.3486,0.0,0.5,0.509,0.4112
893cf2d59c3ffff,1,5,22.575882,88.323123,0.5475,3217.2,0.0278,0.6536,0.3221,0.7848,1.0,0.8542,0.2105
893cf2d43abffff,15,5,22.610415,88.300745,0.7087,7042.6,0.5448,0.6327,0.4363,0.0,0.0,0.1359,0.5236
893cf2c660fffff,19,5,22.55824,88.353208,0.4694,859.4,0.7104,0.5012,0.2498,0.9831,0.5,0.2188,0.4555
893cf289453ffff,7,5,22.629024,88.384915,0.7095,1348.5,0.2943,0.6089,0.3593,0.2546,0.0,0.1504,0.5738
893cf2c7417ffff,4,1,22.534341,88.321459,0.5656,1673.4,0.201,0.5669,0.2935,1.0327,1.0,0.8982,0.2958
893cf2c4083ffff,1,6,22.522116,88.400494,0.5088,5517.0,0.092,0.5867,0.2481,1.0515,1.0,0.8724,0.1078
893cf2c6a63ffff,15,0,22.536269,88.439142,0.7684,4138.5,0.5511,0.7104,0.3145,0.011,0.0,0.1524,0.5785
893cf2c43dbffff,17,2,22.498462,88.409968,0.8476,7866.9,0.7284,0.52,0.3617,0.0034,0.0,0.2433,0.5099
893cf2c4223ffff,11,2,22.492096,88.408256,0.7603,7984.5,0.606,0.6319,0.3167,0.2453,0.0,0.1129,0.4894
893cf2c45c3ffff,18,4,22.537029,88.401338,0.5237,4013.6,0.7361,0.6884,0.2837,0.5624,0.5,0.2147,0.4604
893cf2c6d73ffff,10,6,22.582994,88.448553,0.6846,3325.0,0.6199,0.6271,0.3809,0.3135,0.0,0.1093,0.5474
893cf2d5a8bffff,1,2,22.550799,88.297391,0.605,4896.7,0.0632,0.5975,0.2796,0.3012,1.0,0.9428,0.1884
893cf2d4e8fffff,8,6,22.618592,88.318772,0.8108,5914.2,0.8235,0.6244,0.303,0.4126,0.0,0.2018,0.5303
893cf2c0d0fffff,3,1,22.484422,88.311221,0.5256,2110.0,0.0654,0.6774,0.36,0.2297,1.0,0.8996,0.2496
893cf2c41c7ffff,22,5,22.522734,88.42283,0.5202,5270.5,0.02,0.5629,0.3172,0.6128,1.0,0.5144,0.1369
893cf28912fffff,15,2,22.623533,88.446798,0.696,4925.6,0.5372,0.6129,0.2847,0.4366,0.0,0.1555,0.4524
893cf2890cfffff,15,4,22.616929,88.403833,0.8348,1590.3,0.5396,0.6227,0.3574,0.0487,0.0,0.1704,0.6217
893cf2c61a7ffff,19,0,22.582754,88.407305,0.6014,1968.5,0.6746,0.5391,0.2326,0.3901,0.5,0.2128,0.5273
893cf289163ffff,2,3,22.618359,88.439067,0.5775,4282.7,0.02,0.5785,0.2696,0.7833,1.0,0.967,0.1048
893cf2d4197ffff,3,5,22.639213,88.298987,0.6586,8740.4,0.0694,0.6309,0.3364,0.283,1.0,0.8887,0.2436
893cf2c71c3ffff,1,6,22.523055,88.35325,0.5942,1867.0,0.0732,0.5433,0.2873,0.4039,1.0,0.9614,0.287
893cf2d4807ffff,11,1,22.621223,88.347978,0.7693,3968.9,0.6467,0.5991,0.4006,0.1817,0.0,0.1363,0.5505
893cf2c5433ffff,21,3,22.480309,88.357595,0.6561,5269.9,0.3873,0.6217,0.3469,0.792,1.0,0.5969,0.3644
893cf2c61a7ffff,1,2,22.582754,88.407305,0.6859,2044.0,0.02,0.5874,0.3397,0.3446,1.0,0.8749,0.3706
893cf2c40cfffff,23,1,22.512569,88.397927,0.5767,5959.6,0.1392,0.5694,0.3052,1.1652,1.0,0.932,0.0712
893cf2d580fffff,21,6,22.566523,88.311111,0.4825,3484.6,0.335,0.5764,0.2802,0.2174,1.0,0.5952,0.3063
893cf2892b7ffff,19,4,22.607201,88.410718,0.6189,2571.7,0.7558,0.6707,0.3282,0.5183,0.5,0.2328,0.5329
893cf2c624bffff,5,1,22.534598,88.362684,0.5493,1143.3,0.1794,0.5202,0.2545,0.5004,0.5,0.4967,0.4005
893cf2c4283ffff,17,1,22.499839,88.394504,0.767,6309.5,0.7438,0.5512,0.2605,0.2878,0.0,0.2576,0.4997
893cf2c2b23ffff,13,4,22.501704,88.300035,0.6211,457.3,0.5971,0.5397,0.5817,0.9967,0.0,0.1259,0.6121
893cf2d5a0fffff,8,2,22.544253,88.305129,0.7724,3838.3,0.8315,0.6682,0.2192,0.235,0.0,0.1556,0.5121
893cf2c4e93ffff,4,5,22.515987,88.44002,0.5999,6373.5,0.0345,0.5458,0.2523,0.2932,1.0,0.8865,0.0984
893cf289687ffff,3,3,22.620483,88.385784,0.64,1582.2,0.157,0.6534,0.2756,0.6064,1.0,0.8826,0.378
893cf2d6b67ffff,6,0,22.651204,88.340208,0.6143,6522.2,0.2801,0.5433,0.3179,0.5876,0.5,0.4957,0.382
893cf2c434fffff,19,5,22.48972,88.420285,0.6411,8902.7,0.7342,0.4741,0.2178,0.5511,0.5,0.2288,0.4579
893cf2c6507ffff,0,1,22.590676,88.384098,0.7043,1153.7,0.0896,0.5888,0.4578,0.5011,1.0,0.9385,0.4227
893cf2d4d6fffff,22,2,22.632759,88.357415,0.5569,4507.8,0.0868,0.6593,0.319,0.3046,1.0,0.6194,0.2097
893cf2d6a6fffff,10,5,22.641031,88.315306,0.7605,7452.8,0.6847,0.5991,0.2496,0.0724,0.0,0.1221,0.5048
893cf2c72b7ffff,8,0,22.504147,88.338673,0.696,2062.7,0.7619,0.5933,0.162,0.3825,0.0,0.1516,0.5582
893cf2d4a87ffff,21,1,22.606505,88.337686,0.4853,3476.7,0.2982,0.6099,0.3326,0.1748,1.0,0.5424,0.3847
893cf2d59d3ffff,1,5,22.578064,88.320543,0.4605,3720.6,0.1149,0.5725,0.2929,0.6812,1.0,0.8676,0.1297
893cf2c7473ffff,12,0,22.525794,88.322329,0.7835,1358.7,0.5819,0.6031,0.3125,0.4861,0.0,0.1313,0.6089
893cf2c4407ffff,19,0,22.530854,88.390176,0.6324,4308.8,0.8083,0.622,0.2665,0.0745,0.5,0.2415,0.5562
893cf2d4b6fffff,4,3,22.595227,88.369487,0.502,767.6,0.0442,0.6373,0.3898,1.1223,1.0,0.9092,0.2876
893cf2d598fffff,4,0,22.581061,88.330846,0.6096,2774.7,0.176,0.6152,0.3248,0.8514,1.0,0.9641,0.2918
893cf2d5bcbffff,14,3,22.550433,88.316285,0.649,2700.5,0.4865,0.6041,0.3569,0.036,0.0,0.151,0.5446
893cf2c7473ffff,22,2,22.525794,88.322329,0.5338,1190.1,0.1847,0.5675,0.3355,0.8176,1.0,0.5258,0.3391
893cf2882c7ffff,14,5,22.649348,88.434741,0.8642,4247.2,0.5672,0.5554,0.2927,0.2046,0.0,0.1025,0.5588
893cf28b2cbffff,18,1,22.646475,88.364273,0.526,4275.3,0.7741,0.6267,0.2552,0.7954,0.5,0.2497,0.3884
893cf2c66b3ffff,19,6,22.569966,88.353194,0.5541,1389.4,0.7595,0.5399,0.341,0.1834,0.5,0.2347,0.5519
893cf2c7367ffff,11,2,22.494039,88.364449,0.744,4547.6,0.5662,0.6136,0.2574,0.0,0.0,0.1355,0.5115
893cf2d5e37ffff,11,1,22.564706,88.294796,0.7393,4891.5,0.5588,0.4693,0.2732,0.4138,0.0,0.1405,0.4741
893cf2d4bcbffff,17,2,22.601958,88.352296,0.6675,1676.2,0.7643,0.6728,0.3592,0.2891,0.0,0.239,0.5771
893cf2c4457ffff,0,6,22.525676,88.382451,0.5848,3779.6,0.1016,0.6003,0.2449,0.5709,1.0,0.864,0.1771
893cf2c665bffff,11,5,22.552063,88.342049,0.7386,95.7,0.5217,0.6316,0.4934,0.2482,0.0,0.1387,0.661
893cf2c2dbbffff,8,3,22.5458,88.280224,0.8252,5755.8,0.8018,0.6023,0.3199,0.1258,0.0,0.1653,0.5475
893cf2c738fffff,10,4,22.505958,88.354988,0.6797,2869.6,0.6846,0.5762,0.2656,0.299,0.0,0.1734,0.5331
893cf2d5c6fffff,19,0,22.574249,88.297359,0.6056,5097.8,0.8215,0.6053,0.3661,0.2912,0.5,0.279,0.4399
893cf28960bffff,7,2,22.60876,88.385796,0.7497,988.8,0.3327,0.6355,0.2743,0.0,0.0,0.2194,0.6018
893cf289377ffff,20,3,22.599277,88.433928,0.5351,3636.1,0.676,0.6548,0.2421,0.1552,0.5,0.6184,0.4278
893cf2c4047ffff,21,1,22.5082,88.403086,0.5524,6236.3,0.4022,0.6992,0.2757,0.173,1.0,0.6101,0.3332
893cf2d4843ffff,9,2,22.612865,88.339397,0.7436,4042.2,0.7397,0.5551,0.301,0.6633,0.0,0.2065,0.4939
893cf2c688bffff,4,1,22.57046,88.435674,0.569,1679.7,0.02,0.6812,0.2797,0.7226,1.0,0.9667,0.238
893cf28901bffff,19,3,22.617927,88.407269,0.7284,1671.7,0.7126,0.7085,0.367,0.0,0.5,0.2334,0.625
893cf2d4a8bffff,11,4,22.602326,88.333396,0.7656,3516.8,0.6075,0.5956,0.1995,0.1415,0.0,0.1737,0.5511
893cf2d592fffff,0,3,22.573332,88.3446,0.5269,1908.0,0.02,0.6215,0.2857,0.5646,1.0,0.9045,0.2545
893cf2894b7ffff,12,5,22.644736,88.398648,0.7559,1774.3,0.5701,0.717,0.3571,0.1129,0.0,0.1785,0.6173
893cf2c5c8bffff,22,4,22.481359,88.411703,0.6129,9271.5,0.0593,0.4244,0.3064,0.7996,1.0,0.5954,0.1873
893cf2c66afffff,23,3,22.565601,88.358353,0.5196,723.8,0.1027,0.5687,0.2036,2.8291,1.0,0.967,0.2048
893cf2d4ab7ffff,23,4,22.608503,88.344557,0.5245,2611.3,0.051,0.5919,0.3028,0.9295,1.0,0.8896,0.1679
893cf2c6893ffff,11,3,22.575825,88.43395,0.7486,1341.3,0.4984,0.6592,0.3927,0.553,0.0,0.1115,0.5704
893cf2c6a27ffff,4,6,22.544626,88.447727,0.5797,4179.9,0.0695,0.537,0.3279,0.5883,1.0,0.9159,0.1581
893cf289203ffff,23,4,22.596663,88.404713,0.5461,2619.7,0.0578,0.5962,0.3019,0.994,1.0,0.9141,0.1649
893cf2d48a7ffff,19,3,22.628581,88.353124,0.5195,4314.8,0.754,0.5453,0.3038,0.2467,0.5,0.2383,0.4356
893cf2d49c7ffff,9,4,22.628397,88.362575,0.7491,3744.6,0.7109,0.5809,0.3151,0.3003,0.0,0.1542,0.5739
893cf2c4133ffff,2,6,22.52354,88.435717,0.5564,5237.1,0.1191,0.6005,0.3464,0.7024,1.0,0.8691,0.1705
893cf2d492fffff,22,4,22.624847,88.380623,0.5536,2017.4,0.0453,0.6378,0.1898,0.0,1.0,0.6434,0.3005
893cf2c408bffff,16,5,22.518934,88.399638,0.7345,5885.5,0.6002,0.5926,0.3514,0.4026,0.0,0.1692,0.475
893cf2c54b3ffff,23,2,22.48786,88.353292,0.5099,4244.1,0.1308,0.6191,0.274,0.4424,1.0,0.8951,0.1817
893cf2d5b93ffff,14,3,22.563158,88.319704,0.7139,2641.1,0.7132,0.5604,0.2712,0.2732,0.0,0.1448,0.5558
893cf2c7367ffff,0,6,22.494039,88.364449,0.4596,4637.1,0.02,0.5558,0.2697,0.6925,1.0,0.8667,0.073
893cf2c2dafffff,7,5,22.544618,88.286237,0.7663,5380.9,0.2234,0.5076,0.3675,0.1411,0.0,0.2001,0.4316
893cf2d5c9bffff,0,5,22.590515,88.282736,0.559,7650.2,0.1666,0.4778,0.3222,0.7868,1.0,0.9487,0.1271
893cf2d4ed3ffff,7,1,22.615594,88.308468,0.7887,6257.7,0.3381,0.7161,0.237,0.0,0.0,0.1709,0.5035
893cf28b2c3ffff,16,3,22.649655,88.365128,0.7744,4131.8,0.5016,0.4979,0.2985,0.032,0.0,0.108,0.5369
893cf2c4223ffff,12,3,22.492096,88.408256,0.7553,7849.9,0.6764,0.5348,0.357,0.2015,0.0,0.1783,0.4916
893cf2896abffff,21,2,22.616119,88.390944,0.5967,1734.5,0.2769,0.6438,0.2911,0.0459,1.0,0.6351,0.3758
893cf2d580bffff,14,3,22.565523,88.307677,0.803,3920.7,0.5304,0.5587,0.2689,0.4428,0.0,0.1367,0.4928
893cf2c734fffff,9,1,22.491043,88.354147,0.6454,4012.7,0.7442,0.5506,0.2806,0.0,0.0,0.1697,0.5558
893cf2c63dbffff,4,2,22.551318,88.379845,0.5561,2244.6,0.02,0.6799,0.3372,0.1633,1.0,0.8698,0.2769
893cf2c76bbffff,5,0,22.515249,88.316332,0.5575,1592.1,0.2007,0.5672,0.316,0.4924,0.5,0.5298,0.3769
893cf289203ffff,4,6,22.596663,88.404713,0.6177,2433.3,0.1168,0.6257,0.3051,0.1314,1.0,0.945,0.3512
893cf2d5b0fffff,7,2,22.551248,88.329167,0.7198,1752.6,0.1334,0.4439,0.3876,0.059,0.0,0.165,0.5344
893cf2c55abffff,23,3,22.489481,88.379055,0.5423,6021.2,0.02,0.5779,0.2791,0.6352,1.0,0.8896,0.0679
893cf2c7073ffff,18,6,22.510512,88.340383,0.5674,1451.1,0.8903,0.5839,0.3012,0.5901,0.5,0.2667,0.5154
893cf2c65a3ffff,1,4,22.597037,88.385809,0.6625,745.1,0.1417,0.6744,0.5726,0.1679,1.0,0.8632,0.495
893cf289297ffff,22,6,22.607389,88.401265,0.5619,2329.4,0.02,0.654,0.322,0.454,1.0,0.6455,0.2796
893cf2c41b3ffff,1,6,22.531093,88.431414,0.5811,4483.6,0.1797,0.6397,0.3635,0.6775,1.0,0.9477,0.1772
893cf2c7513ffff,1,4,22.540335,88.342063,0.6504,862.4,0.03,0.656,0.2629,0.2357,1.0,0.8526,0.4428
893cf2892abffff,12,0,22.600841,88.409005,0.7311,2997.1,0.5191,0.68,0.2821,0.3784,0.0,0.1381,0.5478
893cf2c756bffff,2,2,22.527422,88.348091,0.5871,1460.1,0.107,0.5705,0.3267,0.5678,1.0,0.8558,0.3204
893cf2d4ba7ffff,18,0,22.61331,88.371185,0.5208,1877.0,0.622,0.6672,0.3423,0.2852,0.5,0.2405,0.5275
893cf2c2977ffff,0,4,22.519798,88.301728,0.5708,2343.9,0.1332,0.7232,0.2929,0.5463,1.0,0.9574,0.2739
893cf2c63bbffff,6,1,22.558491,88.394442,0.571,2750.1,0.1813,0.6813,0.319,0.1691,0.5,0.5295,0.3855
893cf2c2b23ffff,5,6,22.501704,88.300035,0.4791,233.3,0.2732,0.5664,0.4928,1.6183,0.5,0.4925,0.4653
893cf2d4c4bffff,4,4,22.624951,88.320482,0.4368,5975.8,0.0659,0.6013,0.2937,0.6208,1.0,0.9258,0.0622
893cf2d5bafffff,20,3,22.55861,88.334311,0.484,1085.3,0.8062,0.6388,0.2719,0.5198,0.5,0.6345,0.4615
893cf2d5b67ffff,22,1,22.546883,88.334325,0.6286,1388.7,0.1037,0.6763,0.2761,0.2084,1.0,0.6492,0.4415
893cf2d5993ffff,8,0,22.585425,88.325687,0.7992,3868.3,0.6769,0.6117,0.2736,0.0891,0.0,0.1968,0.5663
893cf2c6cabffff,19,6,22.585558,88.427066,0.4775,2012.3,0.7722,0.611,0.2876,0.0,0.5,0.2171,0.5051
893cf2c4117ffff,4,6,22.524728,88.429701,0.5818,5109.8,0.0961,0.6192,0.2907,0.5034,1.0,0.8938,0.1219
893cf2d6acbffff,14,2,22.647751,88.298116,0.7663,9348.9,0.7018,0.6425,0.249,0.6256,0.0,0.1406,0.5079
893cf289e43ffff,22,0,22.603265,88.447676,0.6142,4985.1,0.0913,0.5596,0.3713,0.4163,1.0,0.5294,0.2554
893cf2c0d3bffff,12,3,22.485422,88.314654,0.6895,2181.2,0.6455,0.6101,0.2599,0.1669,0.0,0.1013,0.5426
893cf2d4ccbffff,0,5,22.632492,88.316177,0.5807,6851.7,0.02,0.5475,0.3157,1.121,1.0,0.9146,0.1025
893cf2c6213ffff,15,4,22.547325,88.366105,0.8077,1170.2,0.5146,0.6618,0.2359,0.1318,0.0,0.1025,0.6139
893cf2d5c93ffff,2,2,22.593695,88.283591,0.6733,7477.0,0.0437,0.631,0.2979,0.5309,1.0,0.8784,0.2068
893cf2c54b3ffff,21,5,22.48786,88.353292,0.4866,4342.4,0.32,0.5131,0.3484,0.5693,1.0,0.561,0.2505
893cf2c4ecfffff,12,4,22.504254,88.44003,0.7783,7400.5,0.6347,0.6989,0.3016,0.1843,0.0,0.1724,0.5177
893cf2d4813ffff,16,6,22.622405,88.341962,0.7034,3964.6,0.544,0.67,0.2796,0.0899,0.0,0.1519,0.4911
893cf2d4d0fffff,18,0,22.640301,88.35311,0.603,5050.6,0.6969,0.594,0.2938,0.0,0.5,0.2441,0.4733
893cf2d4a4fffff,4,4,22.588422,88.335991,0.5839,2906.8,0.02,0.6048,0.341,0.6353,1.0,0.9231,0.2198
893cf2c4c4fffff,4,2,22.518978,88.450327,0.5952,6563.2,0.0316,0.6705,0.2694,0.4326,1.0,0.8684,0.1389
893cf2c766bffff,2,4,22.498153,88.318071,0.5912,1996.6,0.0725,0.6304,0.2598,0.6732,1.0,0.8805,0.2565
893cf2d5bc3ffff,0,1,22.553614,88.31714,0.6213,2733.6,0.0333,0.5518,0.317,0.2293,1.0,0.9391,0.302
893cf2d4b53ffff,23,3,22.599776,88.354876,0.5434,1323.4,0.02,0.7266,0.2669,0.5545,1.0,0.9048,0.3073
893cf2d4197ffff,2,4,22.639213,88.298987,0.537,8830.0,0.0278,0.5398,0.3058,0.6342,1.0,0.9332,0.0587
893cf2c453bffff,15,3,22.535653,88.416803,0.7416,4010.6,0.5101,0.6614,0.3289,0.0543,0.0,0.1679,0.509
893cf2c42afffff,5,6,22.497464,88.406533,0.5768,7349.6,0.1333,0.569,0.266,0.5612,0.5,0.4846,0.2657
893cf28b34bffff,20,5,22.64592,88.392631,0.5282,2117.3,0.6968,0.5931,0.3741,0.7074,0.5,0.5047,0.4261
893cf2c2977ffff,12,5,22.519798,88.301728,0.7782,2288.4,0.5754,0.6593,0.3632,0.3243,0.0,0.1011,0.5548
893cf2d4d6fffff,21,6,22.632759,88.357415,0.5295,4228.2,0.3786,0.6924,0.3039,0.4381,1.0,0.5744,0.314
893cf2d59d3ffff,2,4,22.578064,88.320543,0.6693,3134.0,0.0827,0.6026,0.3096,0.2755,1.0,0.8993,0.3264
893cf289233ffff,7,4,22.598658,88.411586,0.6632,3385.2,0.2232,0.5345,0.3224,0.3284,0.0,0.1678,0.4469
893cf2d4a67ffff,11,6,22.591418,88.346296,0.7855,1952.9,0.5943,0.6186,0.3014,0.0694,0.0,0.1171,0.594
893cf2d4b0fffff,17,4,22.602772,88.365182,0.7535,1521.4,0.7121,0.557,0.1959,0.0,0.0,0.2354,0.5648
893cf2d4acbffff,12,3,22.594966,88.328252,0.8043,4038.2,0.5397,0.6866,0.2997,0.3411,0.0,0.1557,0.5414
893cf2c6c93ffff,0,1,22.591111,88.41589,0.5888,2142.2,0.0828,0.591,0.3346,0.8001,1.0,0.9687,0.2669
893cf2d4813ffff,15,3,22.622405,88.341962,0.761,4315.8,0.5828,0.5372,0.3029,0.0,0.0,0.1503,0.4956
893cf2c6c5bffff,19,1,22.573023,88.414189,0.507,889.6,0.7892,0.4803,0.3659,0.1782,0.5,0.2068,0.5339
893cf2d4943ffff,17,4,22.619856,88.363444,0.6768,2805.2,0.7501,0.605,0.244,0.204,0.0,0.2643,0.5146
893cf2d6b7bffff,7,4,22.649206,88.333337,0.704,7188.2,0.2717,0.6027,0.2425,0.3872,0.0,0.1958,0.4163
893cf2d592fffff,22,1,22.573332,88.3446,0.5977,1730.7,0.0442,0.6204,0.2187,0.4574,1.0,0.6298,0.3594
893cf2c4c83ffff,9,2,22.536077,88.448594,0.7605,4704.3,0.6507,0.6598,0.3597,0.1571,0.0,0.162,0.5454
893cf289367ffff,2,0,22.597094,88.436509,0.6242,3773.5,0.02,0.5828,0.2775,0.6263,1.0,0.868,0.2254
893cf2d4d2fffff,23,1,22.640117,88.362561,0.6574,3851.7,0.02,0.5778,0.2519,0.4572,1.0,0.8833,0.2365
893cf2d5c8bffff,15,6,22.588334,88.285316,0.8062,6981.8,0.6504,0.6204,0.3438,0.3311,0.0,0.1434,0.4759
893cf2c6e8fffff,0,0,22.564477,88.415057,0.628,936.8,0.0454,0.6172,0.316,0.476,1.0,0.872,0.4079
893cf2c0c87ffff,1,5,22.488157,88.283741,0.5333,2291.6,0.0738,0.5875,0.3788,0.6638,1.0,0.8815,0.2563
893cf2c4367ffff,0,4,22.492711,88.430591,0.6289,8695.4,0.1435,0.5583,0.2421,0.6999,1.0,0.892,0.1731
893cf2c756bffff,11,6,22.527422,88.348091,0.7585,1505.4,0.5895,0.5796,0.2344,0.3719,0.0,0.1284,0.5882
893cf2d5ea3ffff,7,4,22.569068,88.289637,0.7298,5828.6,0.1895,0.5425,0.33,0.3147,0.0,0.1728,0.4487
893cf2c6a5bffff,18,1,22.535463,88.426255,0.5032,4066.4,0.7937,0.6454,0.3539,0.182,0.5,0.208,0.4848
893cf2d48a7ffff,2,1,22.628581,88.353124,0.4639,4198.3,0.1245,0.5825,0.3434,0.5226,1.0,0.9653,0.1282
893cf2d4bdbffff,23,4,22.60414,88.349716,0.6178,2384.9,0.1393,0.6357,0.2862,0.8075,1.0,0.9109,0.3436
